Query,APIs,APIClasses
Pandas/Python Converting a series with two columns into a dataframe,pandas.DataFrame.reset_index(); ,pandas.DataFrame; 
filter items in a python dictionary where keys contain a specific string,dict.items(); ,dict; 
"Python, dynamically invoke script",__import__(); ,
How do I search for indices that satisfy condition in numpy?,all(); ,
How to implement Garbage Collection in Numpy,gc.get_referrers(); ,gc; 
Converting character to int and vice versa in Python,ord(); ,
How to create a new dataframe column with shifted values from another column?,pandas.DataFrame.reset_index(); ,pandas.DataFrame; 
Get the last '/' or '\\' character in Python,os.path.dirname(); ,os.path; 
How to stop single Multiprocessing Process in Python?,multiprocessing.Process.terminate(); ,multiprocessing.Process; 
How to always write log message to file regardless of level setting,logging.config.dictConfig(); ,logging.config; 
Python Pandas: Get row by median value,pandas.DataFrame.median(); ,pandas.DataFrame; 
How to get one value at a time from a generator function in Python?,next(); ,
manipulating list items python,str.split(); ,str; 
Delete ^L character in a log file,str.replace(); ,str; 
correctly parsing a CSV file from an FTP server with app engine,csv.reader(); ,csv; 
PYTHON: How to pass asterisk (*) as command line argument,os.path.abspath(); ,os.path; 
Appending raw input to a list,array.array.append(); ,array.array; 
python - how to concatenate two words from one string without spaces,str.replace(); ,str; 
Log a string without ending newline,str.rstrip(); ,str; 
How to turn Flask Response Object into Dictionary,pandas.Series.to_dict(); ,pandas.Series; 
Writing PDFs to STDOUT with Python,io.StringIO.getvalue(); ,io.StringIO; 
Get updated MySQL table entries in python without closing connection,msilib.Database.Commit(); ,msilib.Database; 
"Quicker way than ""try"" and ""except"" ? - Python",str.title(); ,str; 
Python 2 dict_items.sort() in Python 3,sorted(); ,
Efficient method to get all k combinations of a python list,itertools.combinations(); ,itertools; 
Pandas: Get unique MultiIndex level values by label,Index.unique(); ,Index; 
How do I get the name of a function or method from within a Python function or method?,id(); ,
Django filter foreignkey field,filter(); ,
Efficient strided slicing along a column in a pandas dataframe,pandas.DataFrame.groupby(); ,pandas.DataFrame; 
How to arrange the layout of frames with navigation bar,struct.pack(); ,struct; 
How to clear console in sublime text editor,os.system(); ,os; 
Sending a form array to Flask,django.http.QueryDict.getlist(); ,django.http.QueryDict; 
Testing variable types in Python,isinstance(); ,
Prevent python from printing newline,str.replace(); ,str; 
Python: How to express a division of factorials in decimal format?,math.gamma(); ,math; 
Django: Check if settings variable is set,hasattr(); ,
How can I print the raw unicode in python?,repr(); ,
<class 'requests.models.Response'> to Json,json.loads(); ,json; 
Printing elements out of list,str.join(); ,str; 
Python pool map and choosing number of processes,os.cpu_count(); ,os; 
How to chroot Django,os.chroot(); ,os; 
Python iterating through object attributes,dict.items(); ,dict; 
How can I pass a random number generating function into a Python class?,random.betavariate(); ,random; 
How to add additional column to Django QuerySet,sum(); ,
Apply relative URL to an absolute URL,urllib.parse.urljoin(); ,urllib.parse; 
how to convert string to date without time in python,datetime.date.strftime(); ,datetime.date; 
How to get a widget position inside it's layout in Kivy?,"kivy.uix.widget.Widget.to_local, kivy.uix.widget.Widget.to_parent, kivy.uix.widget.Widget.to_widget, kivy.uix.widget.Widget.to_window; ","kivy.uix.widget.Widget.to_local, kivy.uix.widget.Widget.to_parent, kivy.uix.widget.Widget.to_widget, kivy.uix.widget.Widget; "
Python JSON list parsing,json.load(); ,json; 
Best way to find the intersection of multiple sets?,frozenset.intersection(); ,frozenset; 
Copying nested lists in Python,copy.deepcopy(); ,copy; 
Creating non-blocking socket in python,socket.socket.setblocking(); ,socket.socket; 
Print out xml to the console (xml.etree.ElementTree),xml.etree.ElementTree.tostring(); ,xml.etree.ElementTree; 
python pandas flatten a dataframe to a list,array.array.tolist(); ,array.array; 
How to enumerate a .csv file in python?,enumerate(); ,
How to find the filename of a script being run when it is executed from a symlink on linux,os.path.realpath(); ,os.path; 
How to remove duplicates from a list of tuples but keeping the original order,sorted(); ,
How to replace efficiently values on a pandas DataFrame?,map(); ,
Right way to check for key in dictionary in python,dict.keys(); ,dict; 
"Python, timing in program: How far away storm is?",input(); ,
Kivy Buttons- Play sound on click,idk; ,
How to know if object is of str or list or dict or int?,isinstance(); ,
How to replace empty string with zero in comma-separated string?,str.split(); ,str; 
"How can I get the ""old"" zip() in Python3?",tarfile.TarFile.list(); ,tarfile.TarFile; 
How to set and retrieve environment variable in Python,os.getenv(); ,os; 
How to really test signal handling in Python?,subprocess.Popen.poll(); ,subprocess.Popen; 
Remove element from a list generated with range in python?,os.remove(); ,os; 
How to convert integers in list to string in python,map(); ,
Extract until end of line after a special character: Python,re.findall(); ,re; 
Python 2.7.3 Multiprocessing Pool hanging,sys.exit(); ,sys; 
Staggered data loading with multiprocessing.Queue sometimes leads to items being consumed out of order,multiprocessing.Queue.empty(); ,multiprocessing.Queue; 
How to parse empty value of parameter in HTTP request in python?,urllib.parse.parse_qs(); ,urllib.parse; 
Kill the background process executed by python,multiprocessing.Process.terminate(); ,multiprocessing.Process; 
Python pandas insert list into a cell,pandas.DataFrame.astype(); ,pandas.DataFrame; 
Identify rows with punctuation in pandas data frame,map(); ,
Elegant way to take basename of directory in Python?,os.path.normpath(); ,os.path; 
How do I get the name of the rows from the index of a data frame?,DataFrame.index(); ,DataFrame; 
How do I print the key-value pairs of a dictionary in python,dict.items(); ,dict; 
Remove last part of string after dot from one column in a data file,str.rfind(); ,str; 
how to extract the data from from website and save the into txt file,urllib.request.urlretrieve(); ,urllib.request; 
"How to get list of all EBS Snapshots ""started"" before a certain date?",boto.ec2.connect_to_region(); ,boto.ec2; 
matplotlib.pyplot title adjusts number of digits to display in floating points,str.format(); ,str; 
"How can I use Python to open ""~/.bash_profile""",os.path.expanduser(); ,os.path; 
Simplest way to get the first n elements of an iterator,itertools.islice(); ,itertools; 
How to find perfect squares in a range efficiently when the inputs are large numbers in Python,math.sqrt(); ,math; 
List Directories and get the name of the Directory,os.listdir(); ,os; 
Fast iterating over first n items of an iterable (not a list) in python,itertools.islice(); ,itertools; 
Select an element that satisfies a condition,next(); ,
How to convert unicode to its original character in Python,codecs.decode(); ,codecs; 
Python: Search for words before and after a pair of keywords,str.find(); ,str; 
How can I get n largest lists from a list of lists in python,enumerate(); ,
how to remove attribute of a etree Element?,dict.pop(); ,dict; 
Calculating the mean of groups in python/pandas,pandas.DataFrame.mean(); ,pandas.DataFrame; 
Python: How to find two equal/closest values between two separate arrays?,abs(); ,
Copy large list of files from one location to another,shutil.copytree(); ,shutil; 
Copied dictionary via numpy.copy. Now is ndarray; how to recover the original dictionary?,numpy.matrix.tolist(); ,numpy.matrix; 
Django: getting previous url,xml.etree.ElementTree.Element.get(); ,xml.etree.ElementTree.Element; 
How to send a new command to a subprocess,io.IOBase.flush(); ,io.IOBase; 
"Python, add trailing slash to directory string, os independently",os.path.join(); ,os.path; 
how to generate py files without default windows crlf?,str.replace(); ,str; 
Get screen pixel color linux python3,Gdk.get_default_root_window(); ,Gdk; 
opening a jpg file in python,print(); ,
"How to keep certain levels of a categorical variable and set remaining as ""other"" in pandas data frame",numpy.unique(); ,numpy; 
Convert spaces to %20 in list,str.replace(); ,str; 
Read .txt file line by line in Python,str.strip(); ,str; 
Floor or ceiling of a pandas series in python?,numpy.ceil(); ,numpy; 
How to check if input is a natural number in Python?,str.isdigit(); ,str; 
Python/Numpy: Divide array,numpy.split(); ,numpy; 
How do I find the largest integer less than x?,math.ceil(); ,math; 
How to get number of groups in a groupby object in pandas?,len(); ,
get default background of ttk.Frame,tkinter.ttk.Style.lookup(); ,tkinter.ttk.Style; 
how to kill subprocesses when parent exits in python?,multiprocessing.Process.terminate(); ,multiprocessing.Process; 
Python subprocess.popen() without waiting,subprocess.Popen.communicate(); ,subprocess.Popen; 
Iterating through a dictionary that starts at the first key value each iteration,sorted(); ,
how to include \ in the string as pattern for regex python,re.compile(); ,re; 
Vary the scale of x-axis with Matplotlib,matplotlib.pyplot.yscale(); ,matplotlib.pyplot; 
How to convert an urlopen into a string in python,urllib.request.urlopen(); ,urllib.request; 
Python - List files and folders in Bucket,str.count(); ,str; 
How to collapse columns into row elements in pandas?,pandas.DataFrame.reset_index(); ,pandas.DataFrame; 
Multiple python scripts sending messages to a single central script,os.kill(); ,os; 
Cartesian product of a list of sets in python,itertools.product(); ,itertools; 
How to scroll with curses?,curses.window.scrollok(); ,curses.window; 
How to print variables without spaces between values,str.format(); ,str; 
